NrId,DistrictId,Property_Name,Other_Name,CountyId,AtlasIndex,Keywords,Longitude,Latitude,County,Address,City,Date_Listed,Reference_Number,Multiple_Property_Name,Date_To_SBR,Vicinity,Status,StatusL,Date_Removed,Notes,Date_To_Nps,Date_Notified,Local_Sig,State_Sig,National_Sig,Atlas_Number,Significance,Criteria,Style,Period,Resource_type,ResourceL,Architect,District,MpsId,NpsId,HasFiles,HasImages,HasMapLocation
987,,Blackstone Hotel,,220,2000000000000987,,,,Tarrant,601 Main St.,Fort Worth,02/02/1984 00:00:00,84001961,,,False,1,Listed,,hi,12/14/1983 00:00:00,,True,False,False,2084001961,"Commerce, Architecture","A (historic events), C (design/architecture)",Modern Movement,1925-1949,B,"Building  ","Mauran,Russell & Crowell",,,,True,True,True
988,,Bryce Building,,220,2000000000000988,,,,Tarrant,909 Throckmorton St.,Fort Worth,02/23/1984 00:00:00,84001963,,,False,1,Listed,,,01/20/1984 00:00:00,,True,False,False,2084001963,"Commerce, Architecture","C (design/architecture), B (significant persons)",Renaissance,1900-1924,B,"Building  ","Bryce,William J.",,,,True,True,True
989,,"Bryce, William J., House",,220,2000000000000989,,,,Tarrant,4900 Bryce Ave.,Fort Worth,03/01/1984 00:00:00,84001965,,,False,1,Listed,,,,,True,False,False,2084001965,Architecture,C (design/architecture),"Renaissance, Other",1875-1899,B,"Building  ","Sanguinet,Marshall; Bryce,William J.",,,,True,True,True
991,,"Burnett, Burk, Building",,220,2000000000000991,,,,Tarrant,500-502 Main St.,Fort Worth,11/12/1980 00:00:00,80004151,,,False,1,Listed,,,08/19/1980 00:00:00,,True,False,False,2080004151,"Commerce, Architecture","A (historic events), C (design/architecture)","Classical Revival, Other",1900-1924,B,"Building  ",Sanguinet & Staats; Buchanan & Gilder,,,,True,True,True
992,27,"Cotton Belt Railroad Industrial Historic District ",,220,2000000000000992,,,,Tarrant,"Along RR tracks, roughly bounded by Hudgins, Dooley, and Dallas Sts.",Grapevine,09/04/1997 00:00:00,97001109,Historic and Architectural Resources of Grapevine,11/09/1996 00:00:00,False,1,Listed,,,07/28/1997 00:00:00,,True,False,False,2097001109,"Architecture, Industry, Transportation","C (design/architecture), A (historic events)",None Listed,"1950-1974, 1925-1949, 1900-1924, 1875-1899",D,"District  ",,Historic and Architectural Resources of Grapevine,27,64500637,True,False,False
993,,Eddleman-McFarland House,,220,2000000000000993,,,,Tarrant,1110 Penn St.,Fort Worth,10/18/1979 00:00:00,79003009,,,False,1,Listed,,,08/08/1979 00:00:00,,False,True,False,2079003009,"Commerce, Architecture","A (historic events), C (design/architecture)","Late Victorian, Other",1875-1899,B,"Building  ","Messer,Howard",,,,True,False,True
994,,Electric Building,,220,2000000000000994,,,,Tarrant,410 W. 7th St.,Fort Worth,02/10/1995 00:00:00,95000048,,,False,1,Listed,,,01/06/1995 00:00:00,,True,False,False,2095000048,"Commerce, Architecture","A (historic events), C (design/architecture)","Other, Art Deco",1925-1949,B,"Building  ","Hedrick, Wyatt C.; et al.",,,,True,True,True
995,,Elizabeth Boulevard Historic District,,220,2000000000000995,,,,Tarrant,1001-1616 Elizabeth Blvd.,Fort Worth,11/16/1979 00:00:00,79003010,,,False,1,Listed,,,08/31/1979 00:00:00,,True,False,False,2079003010,"Landscape Architecture, Commerce, Architecture","A (historic events), C (design/architecture)","Colonial Revival, Prairie School, Mission/Spanish Revival","1900-1924, 1925-1949",D,"District  ","Ryan,John C.",,,,True,True,False
996,,Fairmount/Southside Historic District,,220,2000000000000996,,,,Tarrant,"Roughly bounded by Magnolia, Hemphill, Eighth, and Jessamine",Fort Worth,04/05/1990 00:00:00,90000490,,06/14/1997 00:00:00,False,1,Listed,,,02/13/1990 00:00:00,,True,False,False,2090000490,"Community Planning and Develpment, Architecture","A (historic events), C (design/architecture)","Late 19th and 20th Century American Movements, Late 19th and 20th Century Revivals, Late Victorian","1900-1924, 1875-1899, 1925-1949",D,"District  ",Unknown,,,,True,False,False
997,,First Christian Church,,220,2000000000000997,,,,Tarrant,612 Throckorton St.,Fort Worth,10/06/1983 00:00:00,83003812,,,False,1,Listed,,,08/30/1983 00:00:00,,True,False,False,2083003812,"Architecture, Religion","A (historic events), C (design/architecture)","Beaux Arts, Renaissance","1900-1924, 1925-1949",B,"Building  ",Van Slyke & Woodruff,,,,True,True,True
998,,Flatiron Building,,220,2000000000000998,,,,Tarrant,1000 Houston St.,Fort Worth,03/31/1971 00:00:00,71000964,,,False,1,Listed,,,,,True,False,False,2071000964,"Health/Medicine, Architecture","C (design/architecture), B (significant persons)",Chicago,1900-1924,B,"Building  ",Sanguinet & Staats,,,,True,False,True
999,,Fort Worth Club Building-1916,,220,2000000000000999,,,,Tarrant,608-610 Main St.,Fort Worth,02/12/1998 00:00:00,98000102,,11/08/1997 00:00:00,False,1,Listed,,,01/08/1998 00:00:00,,True,False,False,2098000102,"Social History, Commerce",A (historic events),Classical Revival,"1925-1949, 1900-1924",B,"Building  ","Pollard, John J.; Bryce, William",,,,True,False,True
1000,,Fort Worth Elks Lodge 124,,220,2000000000001000,,,,Tarrant,512 W. 4th St.,Fort Worth,02/16/1984 00:00:00,84001969,,,False,1,Listed,,,01/13/1984 00:00:00,,True,False,False,2084001969,Architecture,C (design/architecture),"Colonial Revival, Other",1925-1949,B,"Building  ","Hedrick,Wyatt C.; Burne,Thomas C., Inc.",,,,True,True,True
1001,,Fort Worth Public Market,,220,2000000000001001,,,,Tarrant,1400 Henderson St.,Fort Worth,01/05/1984 00:00:00,84001981,,,False,1,Listed,,,11/30/1983 00:00:00,,True,False,False,2084001981,"Commerce, Architecture","A (historic events), C (design/architecture)","Mission/Spanish Revival, Other",1925-1949,B,"Building  ","Noftsger,B. Gaylord; Quisle & Andrews",,,,True,True,True
1002,,Fort Worth Stockyards Historic District,,220,2000000000001002,,,,Tarrant,"Roughly bounded by 23rd, Houston, and 28th Sts., and railroad",Fort Worth,06/29/1976 00:00:00,76002067,,,False,1,Listed,,"New Isis Theater Amendment sent to NPS on 10/12/2018, approved on 11/21/2018",,,True,True,False,2076002067,"Industry, Commerce, Architecture, Agriculture","A (historic events), C (design/architecture)",Mission/Spanish Revival,1900-1924,D,"District  ",Unknown,,,,True,True,False
1003,,Grand Avenue Historic District,,220,2000000000001003,,,,Tarrant,Roughly Grand Ave. from Northside to Park,Fort Worth,03/01/1990 00:00:00,90000337,,,False,1,Listed,,,01/25/1990 00:00:00,,True,False,False,2090000337,"Community Planning and Develpment, Architecture","A (historic events), C (design/architecture)","Prairie School, Bungalow/Craftsman, Tudor Revival",1900-1924,D,"District  ",Unknown,,,,True,True,False
1004,27,Grapevine Commercial Historic District,,220,2000000000001004,,,,Tarrant,404-432 S. Main St.,Grapevine,03/09/1992 00:00:00,92000097,Historic and Architectural Resources of Grapevine,,False,1,Listed,,,01/22/1992 00:00:00,,True,False,False,2092000097,"Commerce, Architecture","A (historic events), C (design/architecture)",Other,"1900-1924, 1925-1949",D,"District  ",Unknown,Historic and Architectural Resources of Grapevine,27,64500637,True,False,False
1005,27,"Grapevine Commercial Historic District (Boundary Increase) ",,220,2000000000001005,,,,Tarrant,300 and 400 blocks of S. Main St.,Grapevine,05/16/1997 00:00:00,97000444,Historic and Architectural Resources of Grapevine,11/09/1996 00:00:00,False,1,Listed,,,04/07/1997 00:00:00,,True,False,False,2097000444,"Architecture, Commerce","A (historic events), C (design/architecture)",None Listed,"1875-1899, 1900-1924, 1925-1949",D,"District  ",unknown,Historic and Architectural Resources of Grapevine,27,64500637,True,False,False
1006,,"Guinn, James E., School",,220,2000000000001006,,,,Tarrant,1200 South Freeway,Fort Worth,05/12/1998 00:00:00,98000429,,11/08/1997 00:00:00,False,1,Listed,,,03/24/1998 00:00:00,,True,False,False,2098000429,"Education, Architecture","A (historic events), C (design/architecture)",Classical Revival,"1925-1949, 1950-1974",B,"Building  ",multiple,,,,True,False,False
1007,,"Gulf, Colorado and Sante Fe Railroad Passenger Station",,220,2000000000001007,,,,Tarrant,1601 Jones St.,Fort Worth,10/15/1970 00:00:00,70000760,,,False,1,Listed,,,,,True,False,False,2070000760,"Transportation, Architecture","A (historic events), C (design/architecture)",Beaux Arts,1875-1899,B,"Building  ",Unknown,,,,True,True,True
1008,,Hotel Texas,,220,2000000000001008,,,,Tarrant,815 Main St.,Fort Worth,07/03/1979 00:00:00,79003011,,,False,1,Listed,,,05/15/1979 00:00:00,,True,False,False,2079003011,"Industry, Commerce, Architecture","A (historic events), C (design/architecture)","Chicago, Renaissance, Other",1900-1924,B,"Building  ","Sanguinet & Staats; Marvan,Russell & Clowell",,,,True,True,True
1009,,Hutcheson-Smith House,,220,2000000000001009,,,,Tarrant,312 N. Oak St.,Arlington,08/02/1984 00:00:00,84001993,,,False,1,Listed,,,06/22/1984 00:00:00,,True,False,False,2084001993,Architecture,C (design/architecture),"Stick/Eastlake, Queen Anne",1875-1899,B,"Building  ",Unknown,,,,True,True,True
1010,,Johnson-Elliott House,Dr. Clay Johnson House,220,2000000000001010,,,,Tarrant,3 Chase Ct.,Fort Worth,05/10/1984 00:00:00,84001996,,,False,1,Listed,,,03/28/1984 00:00:00,,True,False,False,2084001996,Architecture,C (design/architecture),"Prairie School, Beaux Arts",1900-1924,B,"Building  ",Waller & Field,,,,True,True,True
1011,,Knights of Pythias Building,,220,2000000000001011,,,,Tarrant,315 Main St.,Fort Worth,04/28/1970 00:00:00,70000761,,,False,1,Listed,,,,,True,False,False,2070000761,"Architecture, Social History","A (historic events), C (design/architecture)",Other,1900-1924,B,"Building  ",Sanguinet & Staats,,,,True,True,True
1012,,Marrow Bone Spring Archeological Site,,220,2000000000001012,,,,Tarrant,Address Restricted,Arlington,11/21/1978 00:00:00,78002980,,,False,1,Listed,,,,,True,False,False,2078002980,"Archeology - Prehistoric, Archeology - Historic Non-Aboriginal",D (information potential/archeology,None Listed,1850-1874,S,"Site      ",,,,,True,False,False
1013,,Masonic Widows and Orphans Home Historic District,,220,2000000000001013,,,,Tarrant,"Roughly bounded by E. Berry St., Mitchell Blvd., Vaughn St., Wichita St. and Glen Garden Dr.",Fort Worth,01/28/1992 00:00:00,91002022,,,False,1,Listed,,,12/18/1991 00:00:00,,False,True,False,2091002022,"Architecture, Social History","A (historic events), C (design/architecture)",Late Gothic Revival,"1900-1924, 1925-1949",D,"District  ","Clarkson,Wiley G.; Greene,Herbert M.",,,,True,True,False
1014,,North Fort Worth High School,,220,2000000000001014,,,,Tarrant,600 Park St.,Fort Worth,02/02/1995 00:00:00,94001627,,,False,1,Listed,,,12/22/1994 00:00:00,,True,False,False,2094001627,"Architecture, Education","C (design/architecture), A (historic events)",Prairie School,"1925-1949, 1900-1924",B,"Building  ","Sanguinet and Staats; Buchanan, J.C.",,,,True,True,False
1015,27,"Original Town Residential Historic District ",College Heights Neighborhood,220,2000000000001015,,,,Tarrant,"Roughly bounded by Texas, Austin, Hudgins and Jenkins Sts.",Grapevine,07/10/1998 00:00:00,98000736,Historic and Architectural Resources of Grapevine,11/09/1996 00:00:00,False,1,Listed,,,05/21/1998 00:00:00,,True,False,False,2098000736,"Architecture, Community Planning and Develpment","A (historic events), C (design/architecture)","Other, Queen Anne, Colonial Revival","1875-1899, 1900-1924, 1925-1949",D,"District  ",,Historic and Architectural Resources of Grapevine,27,64500637,True,False,False
1016,,Paddock Viaduct,,220,2000000000001016,,,,Tarrant,Main St.,Fort Worth,03/15/1976 00:00:00,76002068,,,False,1,Listed,,,,,False,False,True,2076002068,"Commerce, Engineering, Transportation","A (historic events), C (design/architecture)",None Listed,1900-1924,U,"Structure ",Brennke & Fay; Hannan-Heckley Bros.,,,,True,False,True
1017,,Pollock-Capps House,,220,2000000000001017,,,,Tarrant,1120 Penn St.,Fort Worth,06/19/1972 00:00:00,72001372,,,False,1,Listed,,,,,True,False,False,2072001372,Architecture,C (design/architecture),Queen Anne,1875-1899,B,"Building  ","Messer,Howard",,,,True,True,True
1018,,Rogers-O'Daniel House,,220,2000000000001018,,,,Tarrant,2230 Warner Rd.,Fort Worth,07/05/1985 00:00:00,85001484,,,False,1,Listed,,,05/17/1985 00:00:00,,False,True,False,2085001484,Politics/Government,B (significant persons),Other,"1900-1924, 1925-1949",B,"Building  ",Unknown,,,,True,True,True
1019,,Sanger Brothers Building,,220,2000000000001019,,,,Tarrant,410-412 Houston St.,Fort Worth,06/03/1994 00:00:00,94000542,,,False,1,Listed,,,04/26/1994 00:00:00,,True,False,False,2094000542,"Commerce, Architecture","A (historic events), C (design/architecture)",None Listed,1925-1949,B,"Building  ","Hedrick, Wyatt C.; Wohlfield and Witt",,,,True,True,True
1020,,"Sanguinet, Marshall R., House",,220,2000000000001020,,,,Tarrant,4729 Collinwood Ave.,Fort Worth,06/07/1983 00:00:00,83003162,,,False,1,Listed,,,04/08/1983 00:00:00,,True,False,False,2083003162,Architecture,C (design/architecture),Bungalow/Craftsman,"1900-1924, 1875-1899",B,"Building  ","Sanguinet,Marshall R.",,,,True,False,True
1021,,"Shaw, Thomas and Marjorie, House",,220,2000000000001021,,,,Tarrant,2404 Medford Ct. E.,Fort Worth,08/22/1995 00:00:00,95001029,,,False,1,Listed,,,07/10/1995 00:00:00,,True,False,False,2095001029,Architecture,C (design/architecture),Other,1925-1949,B,"Building  ","Adams, Bert B.",,,,True,True,True
1022,,Sinclair Building,,220,2000000000001022,,,,Tarrant,512 Main St.,Fort Worth,01/07/1992 00:00:00,91001913,,,False,1,Listed,,,11/26/1991 00:00:00,,True,False,False,2091001913,Architecture,C (design/architecture),"Modern Movement, Art Deco",1925-1949,B,"Building  ","Clarkson,Wiley Gulick; Friedman,Harry B.",,,,True,True,True
1023,,South Side Masonic Lodge No. 1114,,220,2000000000001023,,,,Tarrant,1301 W. Magnolia,Fort Worth,01/03/1985 00:00:00,85000048,,,False,1,Listed,,,11/21/1984 00:00:00,,True,False,False,2085000048,Architecture,C (design/architecture),Classical Revival,1900-1924,B,"Building  ",,,,,True,True,True
1024,,St. Mary of the Assumption Church,,220,2000000000001024,,,,Tarrant,501 W. Magnolia Ave.,Fort Worth,05/10/1984 00:00:00,84001998,,,False,1,Listed,,,04/03/1984 00:00:00,,True,False,False,2084001998,"Architecture, Religion","A (historic events), C (design/architecture)","Other, Romanesque",1900-1924,B,"Building  ","Sanguinet,Staats & Hedrick",,,,True,True,True
1025,,St. Patrick Cathedral Complex,,220,2000000000001025,,,,Tarrant,1206 Throckmorton,Fort Worth,01/07/1985 00:00:00,85000074,,,False,1,Listed,,,11/09/1984 00:00:00,,True,False,False,2085000074,"Education, Architecture","A (historic events), C (design/architecture)","Second Empire, Other, Gothic Revival","1900-1924, 1875-1899",B,"Building  ","Kane,James J.",,,,True,True,False
1026,,Tarrant County Courthouse,,220,2000000000001026,,,,Tarrant,"Bounded by Houston, Belknap, Weatherford, and Commerce Sts.",Fort Worth,10/15/1970 00:00:00,70000762,,,False,1,Listed,,,,,True,False,False,2070000762,"Politics/Government, Architecture","A (historic events), C (design/architecture)","Late 19th and 20th Century Revivals, Renaissance",1875-1899,B,"Building  ",Gunn & Curtis,,,,True,False,True
1027,,Texas & Pacific Steam Locomotive No. 610,,220,2000000000001027,,,,Tarrant,Felix and Hemphill Sts.,Fort Worth,03/25/1977 00:00:00,77001477,,,False,1,Listed,,,,,False,False,True,2077001477,"Engineering, Transportation, Invention","A (historic events), C (design/architecture)",Other,1925-1949,U,"Structure ",Lima Locomotive Works,,,,True,False,True
1028,,Texas and Pacific Terminal Complex,,220,2000000000001028,,,,Tarrant,Lancaster and Throckmorton Sts.,Fort Worth,05/26/1978 00:00:00,78002983,,,False,1,Listed,,,,,True,False,False,2078002983,"Art, Transportation, Architecture","A (historic events), C (design/architecture)","Art Deco, Skyscrapper",1925-1949,B,"Building  ","Hedrick,Wyatt C.",,,,True,True,False
1029,,US Post Office,,220,2000000000001029,,,,Tarrant,Lancaster and Jennings Ave.,Fort Worth,04/15/1985 00:00:00,85000855,,,False,1,Listed,,,05/17/1984 00:00:00,,True,False,False,2085000855,Architecture,C (design/architecture),"Classical Revival, Beaux Arts",1925-1949,B,"Building  ","Hedrick,Wyatt C.",,,,True,True,True
1030,,"Waggoner, W. T. Building",,220,2000000000001030,,,,Tarrant,810 Houston St.,Fort Worth,07/10/1979 00:00:00,79003012,,,False,1,Listed,,,05/14/1979 00:00:00,,True,False,False,2079003012,"Industry, Commerce, Architecture","A (historic events), C (design/architecture)","Chicago, Skyscrapper",1900-1924,B,"Building  ",Sanguinet & Staats,,,,True,True,True
1031,,Westover Manor,,220,2000000000001031,,,,Tarrant,8 Westover Rd.,Westover Hills,12/15/1988 00:00:00,88002709,,,False,1,Listed,,,10/27/1988 00:00:00,,True,False,False,2088002709,"Industry, Community Planning and Develpment, Architecture","A (historic events), C (design/architecture), B (significant persons)","Tudor Revival, Other",1925-1949,B,"Building  ","Curtis,Victor Marr; Et al.",,,,True,True,True
1032,,Wharton-Scott House,,220,2000000000001032,,,,Tarrant,1509 Pennsylvania Ave.,Fort Worth,04/14/1975 00:00:00,75002003,,,False,1,Listed,,,,,True,True,False,2075002003,"Landscape Architecture, Architecture",C (design/architecture),"Colonial Revival, Beaux Arts, Other",1900-1924,B,"Building  ",Sanguinet & Staats,,,,True,False,True
1033,,"Woolworth, F. W., Building",,220,2000000000001033,,,,Tarrant,501 Houston St.,Fort Worth,11/25/1994 00:00:00,94001359,,,False,1,Listed,,,10/24/1994 00:00:00,,True,False,False,2094001359,"Architecture, Commerce","A (historic events), C (design/architecture)",Classical Revival,1925-1949,B,"Building  ","Clarkson, Wiley G.; Taylor, James T.",,,,True,True,True
1034,11,"1915 Taylor County Courthouse ",,221,2000000000001034,,,,Taylor,301 Oak St.,Abilene,03/23/1992 00:00:00,92000225,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000225,"Politics/Government, Architecture","A (historic events), C (design/architecture)",Classical Revival,"1900-1924, 1925-1949",B,"Building  ","Burnett,George",Historic and Architectural Resources of Abilene,11,64500625,True,True,True
1035,11,"Abilene Christian College Administration Building ",,221,2000000000001035,,,,Taylor,"Campus Court Dr., Abilene Christian University",Abilene,03/23/1992 00:00:00,92000193,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000193,"Education, Architecture","A (historic events), C (design/architecture)",Classical Revival,1925-1949,B,"Building  ","Nichols & Campbell; Seby,H.M.",Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1036,11,"Abilene Commercial Historic District ",,221,2000000000001036,,,,Taylor,"Roughly bounded by Hickory, N. Third and Pine Sts. and the S side of the Missouri Pacific RR tracks",Abilene,12/18/1991 00:00:00,91001811,Historic and Architectural Resources of Abilene,,False,1,Listed,,,11/05/1991 00:00:00,,True,False,False,2091001811,"Commerce, Architecture","A (historic events), C (design/architecture)",Art Deco,"1900-1924, 1875-1899, 1925-1949",D,"District  ",Multiple,Historic and Architectural Resources of Abilene,11,64500625,True,True,False
1037,11,"Abilene Fire Station No. 2 ",,221,2000000000001037,,,,Taylor,441 Butternut,Abilene,03/23/1992 00:00:00,92000200,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000200,Architecture,C (design/architecture),Late 19th and 20th Century Revivals,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1038,11,"Abilene Street Railway Company Barn ",,221,2000000000001038,,,,Taylor,1037 Clinton St.,Abilene,03/23/1992 00:00:00,92000205,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000205,Transportation,A (historic events),Other,"1900-1924, 1925-1949",B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1039,11,"Ackers, William and Mary, House ",,221,2000000000001039,,,,Taylor,802 Mulberry St.,Abilene,03/23/1992 00:00:00,92000214,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000214,Architecture,C (design/architecture),Prairie School,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1040,11,"Alexander-Campbell House ",,221,2000000000001040,,,,Taylor,1546 N. 5th St.,Abilene,03/29/1996 00:00:00,96000308,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/22/1996 00:00:00,,True,False,False,2096000308,Architecture,C (design/architecture),Prairie School,1900-1924,B,"Building  ","Castle,David S.",Historic and Architectural Resources of Abilene,11,64500625,True,True,True
1041,11,"Blanton, Thomas L., House ",,221,2000000000001041,,,,Taylor,3425 S. Seventh St.,Abilene,03/23/1992 00:00:00,92000234,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000234,Politics/Government,B (significant persons),"Prairie School, Bungalow/Craftsman",1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1042,11,"Boyd-Hall House ",,221,2000000000001042,,,,Taylor,502 Poplar St.,Abilene,03/23/1992 00:00:00,92000229,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000229,Architecture,C (design/architecture),Bungalow/Craftsman,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1043,11,"Caldwell Hall ",,221,2000000000001043,,,,Taylor,"Intracampus Dr., Hardin-Simmons University",Abilene,03/23/1992 00:00:00,92000206,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000206,"Education, Architecture, Social History","A (historic events), C (design/architecture)","Classical Revival, Beaux Arts","1900-1924, 1925-1949",B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1044,11,"Cash, W. A. V., House ",,221,2000000000001044,,,,Taylor,1302 Amarillo,Abilene,03/23/1992 00:00:00,92000195,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000195,Architecture,C (design/architecture),Prairie School,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1045,11,"Castle, David S., House ",,221,2000000000001045,,,,Taylor,1742 N. Second St.,Abilene,03/23/1992 00:00:00,92000218,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000218,Architecture,"C (design/architecture), B (significant persons)",Bungalow/Craftsman,"1900-1924, 1925-1949",B,"Building  ","Castle,David S.",Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1047,11,"Davis, George R., House ",,221,2000000000001047,,,,Taylor,718 Victoria,Abilene,03/23/1992 00:00:00,92000237,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000237,Architecture,C (design/architecture),Prairie School,1900-1924,B,"Building  ","Castle,David S.",Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1048,11,"Dillingham, O. D. and Ada, House ",,221,2000000000001048,,,,Taylor,1625 Belmont,Abilene,03/23/1992 00:00:00,92000199,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000199,Architecture,C (design/architecture),Prairie School,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1049,11,"Dodd-Harkrider House ",,221,2000000000001049,,,,Taylor,2026 N. Third St.,Abilene,03/23/1992 00:00:00,92000222,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000222,Commerce,B (significant persons),Other,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1050,11,"Evans, J. W., House ",,221,2000000000001050,,,,Taylor,258 Clinton St.,Abilene,03/23/1992 00:00:00,92000204,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000204,Architecture,C (design/architecture),Queen Anne,1875-1899,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1051,11,"Federal Building ",,221,2000000000001051,,,,Taylor,341 Pine,Abilene,07/20/1992 00:00:00,92000228,Historic and Architectural Resources of Abilene,,False,1,Listed,,,06/03/1992 00:00:00,,True,False,False,2092000228,Architecture,C (design/architecture),Art Deco,1925-1949,B,"Building  ","Castle,David S.",Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1052,11,"Finley, Eugene L., House ",,221,2000000000001052,,,,Taylor,208 Merchant,Abilene,03/23/1992 00:00:00,92000210,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000210,Architecture,C (design/architecture),"Classical Revival, Bungalow/Craftsman, Queen Anne",1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1053,11,"First Presbyterian Church ",,221,2000000000001053,,,,Taylor,402 Orange St.,Abilene,03/23/1992 00:00:00,92000226,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000226,Architecture,C (design/architecture),Late Gothic Revival,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1054,11,"Fritz, David C. and Docia, House ",,221,2000000000001054,,,,Taylor,1325 N. Eighteenth St.,Abilene,03/23/1992 00:00:00,92000215,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000215,Architecture,C (design/architecture),Tudor Revival,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1055,11,"Goodloe, Albert S. and Ruth, House ",,221,2000000000001055,,,,Taylor,1302 Sayles Blvd.,Abilene,03/23/1992 00:00:00,92000232,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000232,Architecture,C (design/architecture),"Prairie School, Bungalow/Craftsman",1925-1949,B,"Building  ","Castle,David S.",Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1056,11,"Green, Roland A. D., House ",,221,2000000000001056,,,,Taylor,1358 Highland St.,Abilene,03/23/1992 00:00:00,92000207,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000207,Education,B (significant persons),Prairie School,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1057,11,"Higginbotham, J. G., House ",,221,2000000000001057,,,,Taylor,2102 Swenson,Abilene,03/23/1992 00:00:00,92000236,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000236,Architecture,C (design/architecture),Mission/Spanish Revival,1900-1924,B,"Building  ",,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1058,,Hilton Hotel,,221,2000000000001058,,,,Taylor,986 N. Fourth St.,Abilene,12/23/1993 00:00:00,85003658,,,False,1,Listed,,,11/15/1993 00:00:00,,True,False,False,2085003658,"Commerce, Architecture","A (historic events), C (design/architecture)",Classical Revival,1925-1949,B,"Building  ","Castle,David S.",,,,True,True,True
1060,11,"Hughes, Ed S., Company Warehouse ",,221,2000000000001060,,,,Taylor,135 Oak St.,Abilene,03/23/1992 00:00:00,92000224,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000224,"Commerce, Architecture","A (historic events), C (design/architecture), B (significant persons)","Classical Revival, Other","1900-1924, 1925-1949",B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
