NrId,DistrictId,Property_Name,Other_Name,CountyId,AtlasIndex,Keywords,Longitude,Latitude,County,Address,City,Date_Listed,Reference_Number,Multiple_Property_Name,Date_To_SBR,Vicinity,Status,StatusL,Date_Removed,Notes,Date_To_Nps,Date_Notified,Local_Sig,State_Sig,National_Sig,Atlas_Number,Significance,Criteria,Style,Period,Resource_type,ResourceL,Architect,District,MpsId,NpsId,HasFiles,HasImages,HasMapLocation
2791,8,"House at 801 West ",,246,2000000000002791,,,,Williamson,801 West,Georgetown,01/14/1986 00:00:00,86000172,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000172,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2792,8,"House at 907 Pine ",,246,2000000000002792,,,,Williamson,907 Pine,Georgetown,01/14/1986 00:00:00,86000171,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000171,Architecture,C (design/architecture),Other,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2793,8,"Hyer, Dr. Robert, House ",,246,2000000000002793,,,,Williamson,904 Ash,Georgetown,01/14/1986 00:00:00,86000175,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000175,"Education, Architecture","C (design/architecture), B (significant persons)",None Listed,"1900-1924, 1875-1899",B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2794,8,"Imhoff House ",,246,2000000000002794,,,,Williamson,208 Austin,Georgetown,01/14/1986 00:00:00,86000176,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000176,Architecture,C (design/architecture),None Listed,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2795,,Inn at Brushy Creek,,246,2000000000002795,,,,Williamson,"Taylor Exit off U.S. 79, off I-35",Round Rock,10/15/1970 00:00:00,70000777,,,False,1,Listed,,,,,True,False,False,2070000777,Architecture,C (design/architecture),None Listed,1850-1874,B,"Building  ",Unknown,,,,True,False,True
2796,8,"Irvine, George, House ",,246,2000000000002796,,,,Williamson,409 E. University,Georgetown,04/29/1986 00:00:00,86000973,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000973,"Commerce, Architecture","C (design/architecture), B (significant persons)",None Listed,1875-1899,B,"Building  ","Irvine,George",Historic Resources of Georgetown,8,64000843,True,False,True
2797,8,"Johnson, J. J., Farm ",,246,2000000000002797,,,,Williamson,Rabbitt Hill Rd.,Georgetown,01/14/1986 00:00:00,86000178,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000178,Architecture,C (design/architecture),Other,1850-1874,B,"Building  ","Johnson,J.J.",Historic Resources of Georgetown,8,64000843,True,False,True
2798,,Kenney's Fort Site,41WM465,246,2000000000002798,,,,Williamson,Address Restricted,Round Rock,04/20/1987 00:00:00,87000565,,,False,1,Listed,,,02/27/1987 00:00:00,,False,True,False,2087000565,"Archeology - Historic Non-Aboriginal, Transportation, Exploration/Settlement, Politics/Government","A (historic events), D (information potential/archeology",,"1850-1874, 1825-1849",S,"Site      ",,,,,False,True,False
2799,8,"Lane-Riley House ",,246,2000000000002799,,,,Williamson,1302 College,Georgetown,04/29/1986 00:00:00,86000975,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000975,Architecture,C (design/architecture),None Listed,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2800,8,"Leake, Will and Mary, House ",,246,2000000000002800,,,,Williamson,313 E. Seventh,Georgetown,04/29/1986 00:00:00,86000976,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000976,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2801,8,"Leavell, John, House ",,246,2000000000002801,,,,Williamson,803 College,Georgetown,04/29/1986 00:00:00,86000979,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000979,Architecture,"C (design/architecture), B (significant persons)",Queen Anne,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2802,8,"Lockett, M. B. and Annie, House ",,246,2000000000002802,,,,Williamson,811 E. University,Georgetown,04/29/1986 00:00:00,86000981,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000981,"Commerce, Architecture","C (design/architecture), B (significant persons)",Other,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2803,8,"Love, Frank and Mellie, House ",,246,2000000000002803,,,,Williamson,1415 Ash,Georgetown,04/29/1986 00:00:00,86000977,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000977,"Politics/Government, Architecture","C (design/architecture), B (significant persons)",None Listed,"1900-1924, 1925-1949",B,"Building  ","Waller,M.L.",Historic Resources of Georgetown,8,64000843,True,False,True
2804,8,"Makemson, W. K. and Kate, House ",,246,2000000000002804,,,,Williamson,1002 Ash,Georgetown,01/14/1986 00:00:00,86000190,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000190,"Politics/Government, Architecture","A (historic events), C (design/architecture)",Queen Anne,1900-1924,B,"Building  ",Griffith Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2805,,McFadin House,,246,2000000000002805,,,,Williamson,N of Taylor,Taylor,04/09/1980 00:00:00,80004160,,,False,1,Listed,,,02/01/1980 00:00:00,,False,True,False,2080004160,"Exploration/Settlement, Architecture","C (design/architecture), B (significant persons)",Greek Revival,"1875-1899, 1850-1874",B,"Building  ","Hughes,Mr.",,,,True,False,True
2806,8,"McKnight-Ebb House ",,246,2000000000002806,,,,Williamson,502 W. Eighteenth,Georgetown,01/14/1986 00:00:00,86000191,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000191,Architecture,C (design/architecture),None Listed,"1875-1899, 1850-1874",B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2807,8,"McMurray House ",,246,2000000000002807,,,,Williamson,611 Church,Georgetown,01/14/1986 00:00:00,86000192,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000192,Architecture,C (design/architecture),None Listed,"1875-1899, 1850-1874",B,"Building  ","Clamp,C.A.D.",Historic Resources of Georgetown,8,64000843,True,False,True
2808,,"Merrell, Capt. Nelson, House",,246,2000000000002808,,,,Williamson,NE of Round Rock on U.S. 79,Round Rock,10/15/1970 00:00:00,70000778,,,False,1,Listed,,,,,True,False,False,2070000778,Architecture,C (design/architecture),None Listed,1850-1874,B,"Building  ","Smith,A.",,,,True,False,True
2809,8,"Miller-Ellyson House ",,246,2000000000002809,,,,Williamson,303 E. Ninth,Georgetown,01/14/1986 00:00:00,86000193,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000193,Architecture,C (design/architecture),None Listed,"1900-1924, 1875-1899",B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2810,8,"Old Georgetown High School ",,246,2000000000002810,,,,Williamson,507 E. University,Georgetown,01/14/1986 00:00:00,86000195,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000195,Architecture,C (design/architecture),"Mission/Spanish Revival, Other",1925-1949,B,"Building  ","Page,C.H.,& Bros.; Wattinger Bros. & Taylor Const.",Historic Resources of Georgetown,8,64000843,True,False,True
2811,8,"Paige-DeCrow-Weir House ",,246,2000000000002811,,,,Williamson,I-35 and SR 2243,Georgetown,01/14/1986 00:00:00,86000194,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000194,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ","Belford,C.S.",Historic Resources of Georgetown,8,64000843,True,False,True
2812,8,"Patrick, Woodson and Margaret, House ",,246,2000000000002812,,,,Williamson,211 E. Fifth,Georgetown,01/14/1986 00:00:00,86000197,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000197,Architecture,C (design/architecture),Other,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2813,8,"Pegues House ",,246,2000000000002813,,,,Williamson,904 E. University,Georgetown,01/14/1986 00:00:00,86000196,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000196,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2814,8,"Price, R. H. and Martha, House ",,246,2000000000002814,,,,Williamson,209 E. Tenth,Georgetown,04/29/1986 00:00:00,86000982,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000982,Architecture,C (design/architecture),Other,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2815,,Railroad Produce Depot,,246,2000000000002815,,,,Williamson,401 W. 6th St.,Georgetown,11/07/1979 00:00:00,79003024,,,False,1,Listed,,,08/29/1979 00:00:00,,True,False,False,2079003024,Architecture,C (design/architecture),None Listed,1875-1899,B,"Building  ",Unknown,,,,True,False,True
2816,8,"Reedy, J. H., House ",,246,2000000000002816,,,,Williamson,908 E. University,Georgetown,04/29/1986 00:00:00,86000949,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000949,Architecture,C (design/architecture),Late Victorian,1900-1924,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2817,,Round Rock Commercial Historic District,,246,2000000000002817,,,,Williamson,100 and 200 blks E. Main St.,Round Rock,06/09/1983 00:00:00,83003170,,,False,1,Listed,,,04/19/1983 00:00:00,,True,False,False,2083003170,"Commerce, Architecture","A (historic events), C (design/architecture)",Italianate,"1900-1924, 1875-1899, 1850-1874, 1925-1949",D,"District  ",,,,,True,False,False
2818,,Round Rock Post Office and William M. Owen House,,246,2000000000002818,,,,Williamson,Chisholm Trail and Emanuel St.,Round Rock,07/07/1983 00:00:00,83003171,,,False,1,Listed,,,05/26/1983 00:00:00,,True,False,False,2083003171,"Commerce, Architecture","A (historic events), C (design/architecture)",None Listed,1850-1874,B,"Building  ",,,,,True,True,True
2819,8,"Rouser House ",,246,2000000000002819,,,,Williamson,602 Myrtle,Georgetown,01/14/1986 00:00:00,86000198,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000198,Architecture,C (design/architecture),"Late Victorian, Other",1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2820,8,"Saint John's Methodist Church ",,246,2000000000002820,,,,Williamson,301 E. University,Georgetown,04/29/1986 00:00:00,86000950,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000950,"Ethnic Heritage - European, Architecture","A (historic events), C (design/architecture)",Gothic Revival,"1900-1924, 1925-1949",B,"Building  ","Page,C.H.",Historic Resources of Georgetown,8,64000843,True,True,True
2821,8,"Sansom-Schmalenbeck House ",,246,2000000000002821,,,,Williamson,813 Church,Georgetown,01/14/1986 00:00:00,86000199,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000199,Architecture,C (design/architecture),Other,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2822,8,"Saxon Motor Car Store ",,246,2000000000002822,,,,Williamson,316 E. Sixth St.,Georgetown,06/17/1986 00:00:00,86001366,Historic Resources of Georgetown,,False,1,Listed,,,,,True,False,False,2086001366,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2823,8,"Sillure, A. W., House ",,246,2000000000002823,,,,Williamson,1414 Ash,Georgetown,04/29/1986 00:00:00,86000951,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000951,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2824,,Southwestern University Administration Building and Mood Hall,,246,2000000000002824,,,,Williamson,"University Ave., Southwestern University campus",Georgetown,04/23/1975 00:00:00,75002013,,,False,1,Listed,,,,,False,True,False,2075002013,Architecture,C (design/architecture),"Other, Romanesque",1900-1924,B,"Building  ","Hyer,Robert S.",,,,True,True,True
2825,8,"Stone, Robert and Lula, House ",,246,2000000000002825,,,,Williamson,1102 Ash,Georgetown,01/14/1986 00:00:00,86000200,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000200,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2826,,Taylor National Bank,,246,2000000000002826,,,,Williamson,200 Main St.,Taylor,05/23/1980 00:00:00,80004159,,,False,1,Listed,,,03/14/1980 00:00:00,,True,False,False,2080004159,"Economics, Architecture","A (historic events), C (design/architecture)","Renaissance, Romanesque",1875-1899,B,"Building  ","Watson,A. O.",,,,True,False,True
2827,8,"Taylor-Cooper House ",,246,2000000000002827,,,,Williamson,105 E. Fifth,Georgetown,01/14/1986 00:00:00,86000203,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000203,"Commerce, Architecture","C (design/architecture), B (significant persons)",None Listed,"1900-1924, 1875-1899, 1850-1874",B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2828,,Tinnen House,,246,2000000000002828,,,,Williamson,1220 Austin St.,Georgetown,08/25/1970 00:00:00,70000776,,,False,1,Listed,,,,,False,True,False,2070000776,Architecture,C (design/architecture),Italianate,1875-1899,B,"Building  ","Dilley,Clarence",,,,True,False,True
2829,,University Avenue-Elm Street Historic District,,246,2000000000002829,,,,Williamson,E. University and Elm Sts.,Georgetown,12/06/1979 00:00:00,79003025,,,False,1,Listed,,,09/21/1979 00:00:00,,True,False,False,2079003025,Architecture,C (design/architecture),"Colonial Revival, Queen Anne, Other","1900-1924, 1875-1899",D,"District  ","Hyer,Robert",,,,True,False,False
2830,8,"Vaden, W. C. and Kate, House ",,246,2000000000002830,,,,Williamson,711 E. University,Georgetown,04/29/1986 00:00:00,86000952,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000952,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2831,8,"Wesley Chapel A.M.E Church ",,246,2000000000002831,,,,Williamson,508 W. Fourth,Georgetown,01/14/1986 00:00:00,86000204,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000204,Architecture,C (design/architecture),Gothic Revival,1900-1924,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2832,8,"Wilcox, D. K. and Inez, House ",,246,2000000000002832,,,,Williamson,1307 Olive,Georgetown,04/29/1986 00:00:00,86000954,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000954,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2833,8,"Wilcox-Graves House ",,246,2000000000002833,,,,Williamson,1403 Olive,Georgetown,04/29/1986 00:00:00,86000953,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000953,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2834,,Williamson County Courthouse Historical District,,246,2000000000002834,,,,Williamson,"Rock and 9th Sts., Main and 7th Sts. (includes both sides)",Georgetown,07/26/1977 00:00:00,77001480,,,False,1,Listed,,,,,True,True,False,2077001480,"Commerce, Politics/Government, Architecture","A (historic events), C (design/architecture)","Classical Revival, Late Victorian, Other","1900-1924, 1875-1899, 1850-1874",D,"District  ",Multiple,,,,True,False,False
2835,8,"Williamson County Courthouse Historic District (Boundary Increase) ",,246,2000000000002835,,,,Williamson,114-124 and 113 E. Eighth St.,Georgetown,04/29/1986 00:00:00,86000955,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000955,"Commerce, Architecture","A (historic events), C (design/architecture)","Colonial Revival, Other","1900-1924, 1875-1899, 1925-1949",D,"District  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,False
